0,Polarity,Subjectivity,
https|||www.theatlantic.com|magazine|archive|2016|06|the-mind-of-donald-trump|480771|.html,0.07249251948726247,0.46325378469459394,
https|||www.theguardian.com|us-news|video|2018|nov|16|theres-always-hope-john-kerry-on-donald-trump-the-us-midterms-and-climate-change-video.html,0.11441310425685429,0.3543650793650794,
https|||www.theverge.com|2018|11|18|18101476|steve-carell-saturday-night-live-jeff-bezos-amazon-president-donald-trump-hq2-troll.html,0.11801948051948051,0.4677473492690885,
https|||www.today.com|video|president-trump-tours-california-wildfire-damage-nearly-1-300-still-missing-1374015555835.html,0.1381258234519104,0.48590250329380774,
https|||www.townandcountrymag.com|society|politics|a25178315|elvis-babe-ruth-trump-presidential-medal-of-freedom-2018|.html,0.20715277777777774,0.44222222222222235,
https|||www.trump.com|biography|.html,0.22711815403625746,0.39646750758819715,
https|||www.usatoday.com|story|news|politics|onpolitics|2018|11|18|trump-fox-interview-highlights|2048125002|.html,0.11156020970988073,0.4635153223969013,
https|||www.usmagazine.com|celebrities|donald-trump|.html,0.2540229885057471,0.38045977011494253,
https|||www.usnews.com|topics|people|donald_trump.html,0.20676297862344375,0.24728917077754292,
https|||www.vanityfair.com|people|donald-trump.html,0.1052489177489178,0.341895485466914,
https|||www.vikings.com|video|president-trump-honors-alan-page-with-presidential-medal-of-freedom.html,0.1162227845683728,0.3895737065222358,
https|||www.vox.com|2018|11|18|18101021|snl-jeff-bezos-steve-carell-amazon-hq2-trolling-trump.html,0.1533462505236699,0.49489421868454114,
https|||www.washingtonpost.com|politics|what-has-president-trump-learned-from-defeat|2018|11|17|8c105250-ea6e-11e8-bbdb-72fdbf9d4fed_story.html.html,0.027487295313382277,0.3393054771315641,
https|||www.washingtonpost.com|world|national-security|trump-suggests-venerated-navy-seal-commander-should-have-found-bin-laden-faster|2018|11|18|363aff2a-eb53-11e8-9236-bb94154151d2_story.html.html,0.15517241379310345,0.36378284072249595,
https|||www.washingtontimes.com|topics|donald-trump|.html,0.13795025080739368,0.4045444238301381,
https|||www.whitehouse.gov|get-involved|write-or-call|.html,0.08795269770879527,0.35220673635307786,
https|||www.whitehouse.gov|people|donald-j-trump|.html,0.14600257898130242,0.2971792392005158,
https|||www.wired.com|tag|donald-trump|.html,0.11244588744588747,0.5411079230846672,
https|||www.wtva.com|content|news|President-Trump-coming-to-Tupelo-to-campaign-for-Hyde-Smith-500751981.html.html,0.11618611712361708,0.39799963924963905,
https|||www.yahoo.com|entertainment|tagged|donald-trump|.html,0.06298108637394353,0.4371773861059575,
https|||www.youtube.com|DonaldTrump.html,0.15583333333333332,0.28416666666666673,
https|||www.youtube.com|watch|v|XgyWQDYWlo0.html,0.09610389610389611,0.23636363636363636,
http|||fortune.com|2018|07|23|trump-rouhani-war-tweet|.html,0.11089292938466493,0.37493711522637135,
http|||time.com|donald-trump-after-hours|.html,0.06516798320077004,0.3715524646877106,
http|||time.com|money|5188095|donald-trump-net-worth-2018|.html,0.13709586826675443,0.3521795714833688,
http|||www.djournal.com|news|president-trump-to-hold-tupelo-rally|article_7956983e-26a6-5c71-af71-def730c3f12a.html.html,0.1466767408123791,0.3498114119922629,
http|||www.fox13news.com|news|president-trump-visits-california-ravaged-by-wildfire-1-000-people-missing.html,0.023460948773448766,0.4058849657287156,
http|||www.instagram.com|realdonaldtrump.html,0.16666666666666666,0.2333333333333333,
http|||www.latimes.com|topic|politics-government|donald-trump-PEBSL000163-topic.html.html,0.017508188460569413,0.3426832955404383,
http|||www.nytimes.com|topic|person|donald-trump.html,0.06404847415958526,0.35136224680669115,
http|||www.tmz.com|person|donald-trump|.html,0.15229691394464118,0.4031229502820411,
http|||www.twitter.com|realdonaldtrump.html,0.30541250268643905,0.49009103189954245,
