0,https|||www.newyorker.com|news|news-desk|why-is-the-trump-campaign-attacking-senator-kirsten-gillibrand.html,https|||www.newyorker.com|news|news-desk|trump-reportedly-called-sessions-a-dumb-southerner-what-do-alabama-republicans-think-of-that.html,https|||www.newyorker.com|humor|borowitz-report|military-refuses-to-participate-in-trumps-parade-citing-bone-spurs.html,https|||www.newyorker.com|news|current|trump-putin-helsinki.html,https|||www.huffingtonpost.com|entry|twitter-in-melt-down-after-trump-says-synagogue-needed-armed-guard_us_5bd5198fe4b0d38b58843468.html,https|||www.huffingtonpost.com|entry|rep-kevin-mccarthy-delete-tweet-attacking-3-jewish-money-men_us_5bd4fa98e4b0d38b58842c96.html,https|||www.breitbart.com|entertainment|2018|10|27|exclusive-blexit-in-my-own-words|.html,https|||www.breitbart.com|tech|2018|10|27|report-facebooks-political-ad-tools-allows-users-to-purchase-ads-in-the-name-of-mike-pence-isis-others|.html,https|||www.breitbart.com|politics|2018|10|27|barack-obama-complains-about-media-coverage-of-donald-trump|.html,https|||www.breitbart.com|politics|2018|10|27|watch-live-walkaway-from-democrats-rally-in-washington-dc|.html,realdonaldtrump oct2018.html,
https|||projects.fivethirtyeight.com|trump-approval-ratings|.html,0.7670625372830222,0.7426879255267324,0.7682911321335508,0.7776589200574655,0.8143108527278481,0.7929400970212144,0.7955309578253559,0.7860510339647463,0.7507700032150417,0.735940695405847,0.8115764832929472,
https|||theconcourse.deadspin.com|this-is-all-donald-trump-has-left-1830329753.html,0.8366591881246652,0.8562703697138485,0.7225356379767548,0.8440205012362066,0.8430640348309641,0.8221758370834568,0.8276606717917604,0.7486362771991433,0.7076778436461264,0.620991501609116,0.8692251469572486,
https|||thehill.com|people|donald-trump.html,0.9346132451552608,0.9072677970319964,0.9674078290555478,0.9406613557143769,0.9502758108185254,0.9584053197781041,0.9564953133572722,0.9714804788558813,0.9601033302552747,0.9585445571738621,0.9284432962285637,
https|||topics.nj.com|tag|donald-trump.html,0.9616074484083615,0.9413132331884536,0.9840699724666708,0.9663291354072612,0.9659577480885388,0.9776692380504307,0.979025557271517,0.9857024752276292,0.9706599296429584,0.9615556319661637,0.9524897849269987,
https|||twitter.com|RepAdamSchiff|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Eauthor.html,0.9465868705068065,0.9404544478913258,0.9170686420346764,0.952752874479639,0.9628141546580622,0.9503891891354175,0.9569208189401843,0.9323591902663928,0.9081467596397479,0.8739981500394818,0.990018829951247,
https|||twitter.com|RepAdamSchiff|status|1064225872608141319|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.9043521155610705,0.8913839211120115,0.8868940027286283,0.9102403082833057,0.9394045447986378,0.9137090013453961,0.9237179801677268,0.9020247591858989,0.8756352568670603,0.8472976228114214,0.9705113811320735,
https|||twitter.com|realDonaldTrump|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Eauthor.html,0.937484902810375,0.9269567755264377,0.9309071765126613,0.9433484353099075,0.9528765154449378,0.9457204076670572,0.9545110370116131,0.9457691083680118,0.925372937215005,0.9032224707825327,0.9820075341811526,
https|||twitter.com|realDonaldTrump|status|1063987157650485249|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.9074213545455369,0.8941710363142705,0.8779898711466337,0.9147293229304403,0.9438402927250036,0.9159486208630598,0.9210881235878536,0.8910175020673621,0.8590811577313536,0.824663970340004,0.9751572879891767,
https|||twitter.com|realDonaldTrump|status|1064209246114459648|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.8995762035003247,0.8852683649821186,0.8674669793724307,0.906973758953333,0.9389552916120171,0.9079831974703377,0.9126608195532421,0.8808226592538201,0.8480286362630469,0.8139812199707913,0.9713049688264422,
https|||twitter.com|realDonaldTrump|status|1064216956679716864|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.9087661529882421,0.8940452210239164,0.8870169783005045,0.9144950264650534,0.9436187659808454,0.9168623619655344,0.9213454525306223,0.8981835301423319,0.8692532118129961,0.8396343730005771,0.9727281281714873,
https|||twitter.com|realDonaldTrump|status|1064227483187318784|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.918654174029641,0.9039329251584881,0.8860173544783223,0.9244305519444886,0.9482228780625602,0.923614066372197,0.9283608256039545,0.8964308534054448,0.8653687736834701,0.8301740328035977,0.9780578665380326,
https|||twitter.com|realDonaldTrump|status|1064245710747590657|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.905551149499444,0.8942268607616576,0.8716182102455833,0.9114284573420567,0.9380383723596503,0.9105667170871607,0.9158691102359212,0.8836369635290409,0.8485652912948144,0.8132822151322967,0.9716266585421132,
https|||twitter.com|realDonaldTrump|status|1064246787161145346|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.9110054496353702,0.8961721058873092,0.8813055987785818,0.9185964038233236,0.9448164938797468,0.9198661081693237,0.9243383786491488,0.8943107487653917,0.861586760046793,0.8271708698127587,0.9742348650896564,
https|||twitter.com|search|q|President|Trump|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Esearch.html,0.9323140989737416,0.9130884705479778,0.9154933736228307,0.9379465577411038,0.959211307743928,0.9403128839143395,0.9427155581854302,0.9225971566121427,0.8972223498926164,0.8706660365316016,0.980880338111937,
https|||weather.com|news|news|2018-11-17-trump-visits-site-of-northern-california-camp-fire|.html,0.9128794386261755,0.8815915966890147,0.8796101173324439,0.9105088217622587,0.9183960534343898,0.9045779853804954,0.8919189353431629,0.865394292164429,0.847698955311124,0.8169431137373803,0.9007340610492752,
https|||www.adweek.com|tvnewser|chris-wallace-tells-president-trump-we-the-press-are-in-solidarity-sir|384901.html,0.9385033843070705,0.9485640247477957,0.8856944529355618,0.9315383206844343,0.9348069196623038,0.9227929513458217,0.932415800354638,0.90109329205768,0.897468559123006,0.845529239634726,0.9350123848498444,
https|||www.aljazeera.com|topics|people|donald-trump.html.html,0.9573410762077056,0.9352247921596312,0.9787638292661489,0.9621734105220765,0.9621517658636762,0.9704292450224385,0.9731186767819971,0.9816138679801352,0.9696888646104711,0.9600527859254655,0.9510368767542108,
https|||www.amazon.com|Donald-Talking-Figure-Different-President|dp|B07284QZ59.html,0.9372500503820833,0.9244443498974018,0.9102310601354958,0.9370199863655277,0.9537194132254775,0.9402206588412629,0.9432856923141971,0.9178164842543501,0.8939347855905733,0.859191240486362,0.9589655771811412,
https|||www.apnews.com|8f52ea34a9f3477e9dc76bd57ab30cad.html,0.9576513754576716,0.9637929426884227,0.8827588735198276,0.9640815506929503,0.9533921777847811,0.955109693741352,0.9453255713785018,0.8999704380864657,0.8736850420037654,0.8088970406641307,0.9440891785996247,
https|||www.axios.com|donald-trump-interview-fox-news-sunday-b63096ef-0a44-4f0f-aea7-5e9f4e74b4cf.html.html,0.953337178116259,0.9627915970448323,0.8837623012866833,0.9600815138335632,0.9598166259010852,0.9530424098130298,0.9483894788216555,0.9093068932571681,0.8851452246269461,0.8257228994962267,0.9596163269537481,
https|||www.azcentral.com|story|news|nation|2018|11|18|president-donald-trump-visits-camp-fire-wildfire-destruction-draws-support-criticism|2046272002|.html,0.9609471298318303,0.9304107497638732,0.9574185124992326,0.9606146970610753,0.9704618365776828,0.9696832931107074,0.9430010957974568,0.9455188749538841,0.9330731055639161,0.9174723448230813,0.9314839684874826,
https|||www.bbc.com|news|world-europe-46256296.html,0.9269214966280552,0.9134513221819196,0.9045423060011891,0.9298992828930129,0.9404005488280974,0.9332017684146612,0.9355454799964087,0.9127487041205616,0.8838108071916672,0.8495430154998095,0.9422327158283778,
https|||www.bbc.com|news|world-us-canada-37999969.html,0.9775643880551512,0.9557369417969339,0.9529462332631805,0.9840377679405181,0.9691924763618718,0.9847040067790274,0.9661448781378824,0.9521315610392946,0.9208913675941373,0.8895950974551664,0.9529998439675121,
https|||www.bloomberg.com|billionaires|profiles|donald-j-trump|.html,0.9553652956894573,0.9324310414230634,0.9535636850465959,0.9532039245572423,0.9643335210586942,0.9590473827158849,0.9582448581765459,0.951702506138001,0.9375679636952484,0.9168974569882261,0.9474736914499583,
https|||www.breitbart.com|politics|2018|11|18|democrats-to-investigate-why-trump-wants-u-s-citizens-counted-on-2020-census|.html,0.9357080054477657,0.9246321138736754,0.9702900746333867,0.9350085859293816,0.9390843643130841,0.9447489776024933,0.9627886711471206,0.980392344025262,0.9758275160627282,0.9704729674470152,0.9312017764215433,
https|||www.businessinsider.com|donald-trump-oldest-president-us-history-2016-11.html,0.9387175238776116,0.9346395396569803,0.965903335528357,0.9403631200814144,0.9394006483183278,0.9513217248127954,0.9683474504563747,0.9805436978888403,0.9735165935904403,0.9611453774602642,0.9337394307941554,
https|||www.bustle.com|donald-trump.html,0.9610141766650108,0.9454213579287346,0.9686053213688567,0.9615510493805955,0.9446014305769406,0.9604577625825168,0.959028683927012,0.9696712670492228,0.9558211714717595,0.9407691581532563,0.9414635857443501,
https|||www.c-span.org|person||donaldtrump.html,0.8900505853371762,0.8523272276855922,0.9368859500711708,0.8935361728915356,0.9064935109836625,0.9165210000100842,0.909744718803565,0.9300380672783704,0.9162449438391965,0.9285939553281577,0.8778050239536652,
https|||www.capitalgazette.com|topic|politics-government|donald-trump-PEBSL000163-topic.html.html,0.9751193955977523,0.9586103965669197,0.944446999186212,0.9827772458683309,0.979087954825502,0.9847144269084301,0.9766000995325944,0.9525851337012026,0.9264555786115315,0.8910209419774239,0.9668958906818275,
https|||www.cbsnews.com|news|trump-tweet-about-california-fires-firefighter-union-president-responds-for-what-president-said-about-california-wildfires|.html,0.9645202021265483,0.9448999834557525,0.9517334902046715,0.9764763079488034,0.9711480104699991,0.9856886072427732,0.9746026087720232,0.9625313638695807,0.934613189910624,0.9068441057718927,0.9574043857484805,
https|||www.chicagotribune.com|topic|politics-government|donald-trump-PEBSL000163-topic.html.html,0.9827551047295975,0.9674793827428493,0.9665780903808141,0.9887365081515794,0.971636781636021,0.9904778470926539,0.9777571690816527,0.9708043758101855,0.9509942446121505,0.9233424857714114,0.9608981579494718,
https|||www.cnbc.com|donald-trump|.html,0.9628276207622746,0.9447589644973425,0.933694396492726,0.977144521095709,0.9638937248319371,0.9799765209084718,0.966901217630911,0.943571590646099,0.9101731288126909,0.8764180189160078,0.9611298806637807,
https|||www.cnn.com|2013|07|04|us|donald-trump-fast-facts|index.html.html,0.9376111074385085,0.9224528866037889,0.8957359650425307,0.9338613382248375,0.9398672360507564,0.933523618718633,0.9192327465643938,0.898958499209552,0.8842753541280365,0.8472787330219682,0.9266380972079645,
https|||www.cnn.com|2018|11|18|politics|donald-trump-william-mcraven|index.html.html,0.9503633415592078,0.9363089677550258,0.9395953199050324,0.9497139105818847,0.9524784471238433,0.959392787715963,0.9513753534251937,0.9463674910968842,0.9308854976901014,0.9064244321105285,0.9354773664967228,
https|||www.cnn.com|2018|11|18|politics|trump-schiff-little-adam-schitt-tweet|index.html.html,0.9483641712110593,0.9351401136994373,0.9388606531978745,0.9483544017341318,0.9497321248934818,0.9568054636326694,0.9510377295359955,0.9469007420943348,0.931061035650437,0.9067066016317891,0.9361474335563696,
https|||www.cnn.com|videos|politics|2018|11|18|president-trump-slams-admiral-who-led-bin-laden-raid-orig-ec.cnn.html,0.896597749831784,0.880961969375097,0.8709886142775474,0.8959436917680887,0.9013064208439897,0.9044998566995758,0.8957277785891975,0.8779107345382356,0.856033149910158,0.8257560538550558,0.8895115532133114,
https|||www.courant.com|topic|politics-government|donald-trump-PEBSL000163-topic.html.html,0.9769871229154438,0.9536027816246637,0.9803574128698348,0.9805622271764226,0.9694348012069698,0.9843100247808592,0.9759373327350022,0.979718058999628,0.9617985051541158,0.9453815737119353,0.9594862607318864,
https|||www.dailymail.co.uk|news|donald_trump|index.html.html,0.8538679407309892,0.8660905180557581,0.7880910854990419,0.8643670128250948,0.8711418608360902,0.868606778674099,0.8623836830378182,0.8271952840544594,0.799834981490238,0.7419926786702898,0.8733529028730617,
https|||www.donaldjtrump.com|.html,0.9459127950484254,0.9449122977361438,0.9402871458137272,0.9481750391498664,0.9536620869085086,0.9498010885185507,0.9566093668408043,0.954806369500739,0.9383910013547117,0.9150748692376052,0.963648112476445,
https|||www.esquire.com|news-politics|a25126445|trump-attorney-general-russia-probe-matthew-whitaker|.html,0.980767667001907,0.9715108079288421,0.9767870522203611,0.9753084284227482,0.9712730963665553,0.9778368480968789,0.9749714598202076,0.9737548639767656,0.9642236693712479,0.9401381714132163,0.9517206942744889,
https|||www.express.co.uk|news|world|1047118|Donald-Trump-california-wildfire-pleasure-paradise-finland-news.html,0.9237417427628741,0.9240659523312594,0.8662992678609109,0.9315222002072278,0.9384949831431795,0.9306766200228324,0.9225269452188269,0.8857428566087441,0.852429972310884,0.8009614096830746,0.9408969631479059,
https|||www.facebook.com|DonaldTrump|.html,0.9239680583825919,0.9083530830653348,0.9685339786727183,0.9245976012919467,0.9235758775171437,0.9330801034513138,0.9481709323136824,0.9704998497515257,0.9683810729741689,0.9698738078931229,0.9268974754989301,
https|||www.facebook.com|POTUS|.html,0.9211193259407909,0.906954030683922,0.9659123932606758,0.9215176067161012,0.9163743898403722,0.9279816763309693,0.9420604148915707,0.9687558558579382,0.9693367833745292,0.9717156749331475,0.9219080564899345,
https|||www.factcheck.org|person|donald-trump|.html,0.9691563207218027,0.9595243819134393,0.9485299497223153,0.9724131465203716,0.97348464297337,0.9744118225649027,0.9716913024415463,0.9597087621509511,0.9384105858770604,0.9044337425262493,0.9698751490030901,
https|||www.forbes.com|profile|donald-trump|.html,0.9102705278114632,0.8817312979929676,0.9588659738138327,0.9112536955137355,0.9243902049969902,0.9285629154920493,0.9351327340345225,0.961379078002856,0.9524836036014082,0.958668780316977,0.9015332814291601,
https|||www.foxnews.com|politics|trump-in-exclusive-interview-reveals-obamas-private-guidance-on-greatest-threat-to-the-u-s.html,0.9822973310691621,0.9885000701822463,0.9530086113521354,0.9776801515704854,0.971045651818812,0.9768468856255168,0.971791414076706,0.9619821841245767,0.9575282740379809,0.9160180683387511,0.948506707129646,
https|||www.foxnews.com|politics|trump-says-i-dont-want-to-hear-the-tape-of-purported-khashoggi-killing.html,0.9659906386464746,0.9513640715157777,0.987732460228304,0.9641393385161893,0.9581671875233795,0.9750464719907038,0.9728453604668752,0.9839775605141416,0.9753623995247328,0.9618582725643365,0.9294784962983738,
https|||www.france24.com|en|tag|donald-trump|.html,0.9119922004784253,0.8905397619123852,0.919496767869526,0.9258756220954562,0.940450602708117,0.9449744257330766,0.937960232462533,0.9365722596959788,0.9122458338298813,0.8963163905902658,0.9286577606541593,
https|||www.kansascity.com|news|politics-government|article221782300.html.html,0.9756727563595019,0.9550702097559441,0.9770105949770364,0.9767436001145974,0.9710071142380644,0.9840003057331527,0.978296222225639,0.9765362661505226,0.9610477649370041,0.9408778646656075,0.954020441292031,
https|||www.kcra.com|article|watch-president-arrives-in-california-to-survey-wildfire-damage|25208676.html,0.9515908647716859,0.9357127074583382,0.9676726132138157,0.9547695265096282,0.9670685987869648,0.9680474182154215,0.9691384992611057,0.9719823696350367,0.9575700977369936,0.9430325707254885,0.9542745969069708,
https|||www.mcall.com|topic|politics-government|donald-trump-PEBSL000163-topic.html.html,0.9686179872800448,0.9517117834570263,0.9589819999942654,0.9794463358985157,0.9767289480493428,0.9865073789346418,0.9834741550262727,0.9726959462420617,0.9533202363774401,0.9289718395848744,0.965478822917815,
https|||www.mercurynews.com|2018|11|17|president-trump-again-blames-forest-management-for-california-fires|.html,0.983253573115184,0.9649578804970211,0.9760642397951993,0.9812046236097057,0.9753786696553024,0.9871118542928445,0.967491782902007,0.9702535141987826,0.9637611397753051,0.9415636961264445,0.9392670886503294,
https|||www.msnbc.com|david-gura|watch|does-president-trump-know-something-about-the-russia-investigation-that-the-rest-of-us-do-not-1373476419577.html,0.9123904780262018,0.9085268447502304,0.8951627007220493,0.9302556376286768,0.939380780935997,0.9375049980840584,0.9411893455329242,0.9268997424786742,0.8953392687555742,0.8664336657801132,0.9561262637864425,
https|||www.nbcnews.com|news|world|finland-s-president-rakes-memory-source-trump-remark-n937736.html,0.9458051658114657,0.9311808601951136,0.8993888387085468,0.9619260257426759,0.9592577617653242,0.962924025025299,0.9472627745919882,0.9115340919999547,0.8758899680950861,0.8291067826937697,0.9503107276307158,
https|||www.nbcsports.com|chicago|bears|did-lauri-markkanen-just-troll-donald-trump.html,0.9490282075928752,0.9431341876552014,0.9370742648749301,0.94843353316724,0.9696188786157841,0.9597200330784461,0.9676510960863027,0.9553158127943073,0.9420115342121552,0.9132586350242226,0.9629423701045526,
https|||www.newsweek.com|topic|donald-trump.html,0.959352318017765,0.9634054452912417,0.9400464736114827,0.9584850134730774,0.9540341319642541,0.9601729819683047,0.9531370586808036,0.9548209940355651,0.9470735447950375,0.9140958885638641,0.9392982657341379,
https|||www.newyorker.com|tag|donald-trump.html,0.9727802518888411,0.9505188454022734,0.9922766114691998,0.9696916290332473,0.9637142447743001,0.9760875481214831,0.9744426474268977,0.9856262273338857,0.9799168661176375,0.9694994626919254,0.9423149253836138,
https|||www.npr.org|tags|511343536|president-trump.html,0.9632081477080106,0.9422425558329806,0.982483490960542,0.9648701673067407,0.9597672966560064,0.9749477854040709,0.9698312665078027,0.98212726814462,0.9754162847417325,0.965841742878906,0.9369302677554092,
https|||www.onthisday.com|people|donald-trump.html,0.8451533918442308,0.8169827154313521,0.8596247277375152,0.8641454238257578,0.8738740141217229,0.8771232143463984,0.8746681232748384,0.8780302515784468,0.84769537364808,0.8428076270209787,0.8646059347003232,
https|||www.orlandosentinel.com|topic|politics-government|donald-trump-PEBSL000163-topic.html.html,0.976269404779068,0.9628260931275976,0.9693923876940259,0.9834437210501611,0.9714816869905385,0.9882002866569436,0.9805353597726193,0.978521508337542,0.9648917725675438,0.941935090399685,0.9636341111669893,
https|||www.politico.com|news|donald-trump.html,0.9238061629060298,0.9068826887141174,0.9574750374700396,0.930576161589811,0.9402004922554918,0.9443348441565644,0.9569833430997524,0.9688536217421193,0.9546997074865898,0.9499258109123421,0.9398129217913923,
https|||www.psychologytoday.com|us|basics|president-donald-trump.html,0.9690505499085972,0.9513220543050397,0.9774163920303958,0.9696893719634089,0.9650051557377015,0.9696105111947537,0.9811295711528276,0.9798890264621242,0.9688412076264121,0.9504954197704706,0.9588144725404574,
https|||www.realclearpolitics.com|video|2018|11|18|president_trump_on_divided_congress_mueller_foreign_policy_fake_news_more.html.html,0.8654410901849564,0.9075568888012218,0.7828788887852831,0.855827662066005,0.8747257915159977,0.8404321902810915,0.8593307524372948,0.8158117017910141,0.8183789571973471,0.749638604134997,0.8827945603588566,
https|||www.scmp.com|topics|donald-trump.html,0.8986179386363243,0.8774965455516683,0.9033148091885397,0.9094414063042602,0.9263667292108644,0.9238787835492722,0.9254995805671522,0.9204504559060521,0.8928571342881525,0.8767943097829461,0.9137275629375279,
https|||www.sfchronicle.com|california-wildfires|article|President-travels-to-Paradise-to-view-wildfire-13401646.php.html,0.9708798001757265,0.9558795352574733,0.9428764134955085,0.972764597299538,0.9794115771996774,0.974048141880961,0.9598008142913774,0.9422683227791423,0.9165850604717597,0.8871251636937721,0.9706065118985364,
https|||www.sun-sentinel.com|topic|politics-government|donald-trump-PEBSL000163-topic.html.html,0.9707650839409422,0.9479567051831926,0.9709518478354446,0.9778059263814184,0.9691624211085832,0.9882000504494935,0.9721819921386262,0.9725335702000601,0.9586624870620208,0.9399699176413027,0.9453702373638002,
https|||www.teenvogue.com|tag|donald-trump.html,0.9505226234999503,0.9436563703761941,0.9585757055419079,0.9480892736162938,0.9576211261629546,0.9557445520474392,0.9620071887388444,0.9630390918058105,0.9484675620668503,0.9277509161378648,0.9507362043108459,
https|||www.theatlantic.com|magazine|archive|2016|06|the-mind-of-donald-trump|480771|.html,0.8910931113962879,0.8942881076653341,0.7734535842511849,0.8985879418355824,0.8840767553999253,0.8745865339590476,0.8665495450389488,0.7897861307677462,0.7491019329947196,0.6664918074864373,0.8900060016556948,
https|||www.theguardian.com|us-news|video|2018|nov|16|theres-always-hope-john-kerry-on-donald-trump-the-us-midterms-and-climate-change-video.html,0.9417545740084723,0.9306631757265258,0.916931804787317,0.9505827813010133,0.9575695405671738,0.9559294802123331,0.9490384838861163,0.9293902202084742,0.9012531512465819,0.8681017291001433,0.9537865094590143,
https|||www.theverge.com|2018|11|18|18101476|steve-carell-saturday-night-live-jeff-bezos-amazon-president-donald-trump-hq2-troll.html,0.9699018869648052,0.9596698387009766,0.9547437510555657,0.9730457830725249,0.9734451247749291,0.9755385024743345,0.9778533437120644,0.963776044645626,0.9466903920406612,0.9151394492428704,0.9702965892700093,
https|||www.today.com|video|president-trump-tours-california-wildfire-damage-nearly-1-300-still-missing-1374015555835.html,0.9378649322580755,0.9266899117912281,0.9280515502303134,0.9548932085165404,0.954863072719801,0.9652843641471979,0.9606139567363146,0.9511567884187803,0.9222671429905982,0.8950861570089106,0.9511769491492924,
https|||www.townandcountrymag.com|society|politics|a25178315|elvis-babe-ruth-trump-presidential-medal-of-freedom-2018|.html,0.9529040903370231,0.9283787266043196,0.9910704728974105,0.9503530362963882,0.942867049448199,0.9605522889794627,0.9634946587850857,0.9831027361193613,0.9802393694865358,0.9812539146097718,0.9221500768534411,
https|||www.trump.com|biography|.html,0.9676264634790404,0.939766987405116,0.9809466817326735,0.9638748612513538,0.9487176586745311,0.9673322884897246,0.9541654898645417,0.9681555109135475,0.9637884318825426,0.9555563693085558,0.9242608223267949,
https|||www.usatoday.com|story|news|politics|onpolitics|2018|11|18|trump-fox-interview-highlights|2048125002|.html,0.9612123457563492,0.9772793179530423,0.9158643572624808,0.95979128424963,0.9575976169350788,0.9569090472662218,0.9523566076137217,0.9357934253019922,0.9228090112431737,0.8748377778840714,0.9493957878428295,
https|||www.usmagazine.com|celebrities|donald-trump|.html,0.9787660398425958,0.9591267675748453,0.9807008324648084,0.9790131290763712,0.9647472852361557,0.9817482350770335,0.9802858006369963,0.9802598646408033,0.9696694415001561,0.9502941128658486,0.9498427443460222,
https|||www.usnews.com|topics|people|donald_trump.html,0.9180294170320435,0.8947112040668287,0.9697960834415559,0.9168550329746111,0.9137623095043,0.9338102442810962,0.9430816880222274,0.9663483343871242,0.9714443287728328,0.9767260848320619,0.8848735872989705,
https|||www.vanityfair.com|people|donald-trump.html,0.9685636368380639,0.9675378587257973,0.9237320641755855,0.9691324581299406,0.9714739157974055,0.9650763804199199,0.9636608053857207,0.9382887549045205,0.9170471580964059,0.8716960123966181,0.9686872549390422,
https|||www.vikings.com|video|president-trump-honors-alan-page-with-presidential-medal-of-freedom.html,0.9435806892617737,0.922521971159498,0.97824959408966,0.9442697578533579,0.9397595070875437,0.9590585346261521,0.9660253166408092,0.9808960888789187,0.9738227787540176,0.9689573763004714,0.9244433494190423,
https|||www.vox.com|2018|11|18|18101021|snl-jeff-bezos-steve-carell-amazon-hq2-trolling-trump.html,0.9653214263923369,0.9589270858404862,0.9323165329161488,0.9652061723902726,0.9640907362363297,0.9660707269229016,0.9585778224326926,0.9411113730723316,0.9229043201859314,0.8851684705745697,0.9571565310255704,
https|||www.washingtonpost.com|politics|what-has-president-trump-learned-from-defeat|2018|11|17|8c105250-ea6e-11e8-bbdb-72fdbf9d4fed_story.html.html,0.9067029239540662,0.9059102264476641,0.8004555063220077,0.9178328028919557,0.9091653056407641,0.9006107033963052,0.888190541044933,0.820842779397935,0.7802875678204787,0.7046981647029689,0.9086622042674117,
